바코드	바코드	브랜드	시리즈	패밀리	펫네임	저장용량	모델명	상 태	색 상
CSQJM0192253	0192253	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207185	0207185	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207218	0207218	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0192045	0192045	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207743	0207743	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207630	0207630	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207932	0207932	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0205767	0205767	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0206502	0206502	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207088	0207088	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207996	0207996	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0206801	0206801	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207674	0207674	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0207350	0207350	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CRK5M0063637P	0063637	삼성	S 시리즈	S24	S24 Plus	256GB	SM-F966N512	개봉(S)	엠버 옐로우
CRJ8M0045433L	0045433	삼성	S 시리즈	S24	S24 Plus	256GB	SM-F966N512	개봉(S)	마블 그레이
CRJ8M0053977X	0053977	삼성	S 시리즈	S24	S24 Plus	256GB	SM-F966N512	개봉(S)	마블 그레이
CRH0M0069167L	0069167	삼성	S 시리즈	S24	S24 Plus	256GB	SM-F966N512	개봉(S)	오닉스 블랙
CRJXM0062577B	0062577	삼성	S 시리즈	S24	S24 Plus	256GB	SM-F966N512	개봉(S)	코발트 바이올렛
CSC8M0512886Q	0512886	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CS92M1843704E	1843704	삼성	A 시리즈	A	A16	128GB	SM-A165N	미개봉	그레이
CSQJM01917703	0191770	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0191597A	0191597	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0211119	0211119	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0180103	0180103	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0211208	0211208	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0180596	0180596	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209513	0209513	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0180291	0180291	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0211256	0211256	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0210185	0210185	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0211797	0211797	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209685	0209685	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0210835	0210835	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0211278	0211278	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0210379	0210379	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209820	0209820	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
0209798A	0209798A	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209135	0209135	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0175513	0175513	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0210905	0210905	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209257	0209257	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0211150	0211150	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209848	0209848	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209374	0209374	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209390	0209390	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0214778	0214778	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0211132	0211132	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209457	0209457	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0211224	0211224	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209464	0209464	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0179221	0179221	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSQJM0209668	0209668	삼성	Z 시리즈	Z폴드	Z폴드7	512GB	SM-F966N512	미개봉	실버 쉐도우
CSAXM1074800	1074800	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074748	1074748	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074851	1074851	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074855	1074855	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074834	1074834	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074614	1074614	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1075027	1075027	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074604	1074604	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074630	1074630	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074473	1074473	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074615	1074615	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074888	1074888	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1075224	1075224	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1075167	1075167	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074465	1074465	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074863	1074863	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074983	1074983	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1074958	1074958	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
1075200A	1075200A	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSAXM1075175	1075175	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	실버 쉐도우
CSABM1077118	1077118	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077192	1077192	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076677	1076677	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077116	1077116	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077180	1077180	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076961	1076961	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077429	1077429	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077196	1077196	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077312	1077312	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076683	1076683	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077205	1077205	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077498	1077498	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077463	1077463	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077503	1077503	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076875	1076875	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077507	1077507	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077531	1077531	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077447	1077447	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077478	1077478	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077501	1077501	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1075674	1075674	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077273	1077273	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076608	1076608	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077595	1077595	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076476	1076476	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076467	1076467	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077576	1077576	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077138	1077138	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076680	1076680	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076923	1076923	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076861Q	1076861	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1077346P	1077346	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1075618P	1075618	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076811L	1076811	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1076227M	1076227	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1075675S	1075675	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1075769W	1075769	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSBXM05251741	0525174	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	민트
CSBXM0525223$	0525223	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	민트
CSBMM0524763-	0524763	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524772-	0524772	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524792	0524792	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524790	0524790	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524817	0524817	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524764	0524764	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524766	0524766	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524818	0524818	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524785	0524785	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524650	0524650	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524806	0524806	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSBMM0524831	0524831	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	아이스블루
CSSAM0057866	0057866	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0067542	0067542	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0072742	0072742	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0058378	0058378	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0057722	0057722	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0059126	0059126	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0059025	0059025	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0058527	0058527	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0066973	0066973	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSSAM0058770	0058770	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	제트블랙
CSQSM0071140	0071140	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0066002	0066002	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0076279	0076279	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0076285	0076285	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0076272	0076272	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0070261	0070261	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0070159	0070159	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0066110	0066110	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0065935	0065935	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQSM0071124	0071124	삼성	Z 시리즈	Z플립	Z플립7	256GB	SM-F766N	미개봉	코랄레드
CSQGM0079884B	0079884	삼성	Z 시리즈	Z폴드	Z폴드7	256GB	SM-F966N	미개봉	실버 쉐도우
CSQGM0060152W	0060152	삼성	Z 시리즈	Z폴드	Z폴드7	256GB	SM-F966N	미개봉	실버 쉐도우
CSQGM00594182	0059418	삼성	Z 시리즈	Z폴드	Z폴드7	256GB	SM-F966N	미개봉	실버 쉐도우
CRK5M0064363M	0064363	삼성	S 시리즈	S24	S24 Plus	256GB	SM-S926N	개봉(S)	앰버 옐로우
CRJ8M0054814O	0054814	삼성	S 시리즈	S24	S24 Plus	256GB	SM-S926N	개봉(S)	마블그레이
CSA1M1077827J	1077827	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078288L	1078288	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078292G	1078292	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078045C	1078045	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1077896P	1077896	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078404	1078404	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078442	1078442	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078407	1078407	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078417	1078417	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078419	1078419	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078418	1078418	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078429	1078429	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078423	1078423	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078000	1078000	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1078422	1078422	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSAMM1021580	1021580	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1022037	1022037	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1021741	1021741	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1021542	1021542	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1022107	1022107	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1021862	1021862	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1021830	1021830	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1021889	1021889	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1021856	1021856	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSAMM1021893	1021893	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	민트
CSBBM0524471L	0524471	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	네이비
CSBBM0524462L	0524462	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	네이비
CSBBM0524426L	0524426	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	네이비
CSBBM0525742N	0525742	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	네이비
CSBBM0524440H	0524440	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	네이비
CSC7M0525391	0525391	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525564	0525564	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525273	0525273	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525510	0525510	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525385	0525385	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525346	0525346	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525367	0525367	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525505	0525505	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525499	0525499	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSC7M0525509	0525509	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	실버 쉐도우
CSQAM00695964	0069596	삼성	Z 시리즈	Z폴드	Z폴드7	256GB	SM-F966N	미개봉	제트블랙
CSQAM0068833/	0068833	삼성	Z 시리즈	Z폴드	Z폴드7	256GB	SM-F966N	미개봉	제트블랙
CSQAM0069601Y	0069601	삼성	Z 시리즈	Z폴드	Z폴드7	256GB	SM-F966N	미개봉	제트블랙
CS92M1843683K	1843683	삼성	A 시리즈	A	A16	128GB	SM-A165N	미개봉	그레이
CS94M1793665Q	1793665	삼성	A 시리즈	A	A16	128GB	SM-A165N	미개봉	블랙
CRYFM0719677I	0719677	삼성	Z 시리즈	Z플립	Z플립6	256GB	SM-F741N	미개봉	민트
CSA1M1084020	1084020	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083702	1083702	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1084225	1084225	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083775	1083775	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1084272	1084272	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083875	1083875	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083768	1083768	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083607	1083607	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083716	1083716	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1084218	1084218	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083684	1083684	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083708	1083708	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083665	1083665	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083545	1083545	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083717	1083717	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083860	1083860	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1084266	1084266	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083865	1083865	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1084267	1084267	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSA1M1083933	1083933	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	네이비
CSABM1085535	1085535	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085778	1085778	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085533	1085533	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085422	1085422	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085419	1085419	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084885	1084885	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085761	1085761	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085406	1085406	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085421	1085421	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084869	1084869	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085470	1085470	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085764	1085764	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084866	1084866	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085516	1085516	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084881	1084881	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084878	1084878	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085520	1085520	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085772	1085772	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085430	1085430	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085774	1085774	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084856	1084856	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085435	1085435	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084906	1084906	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085285	1085285	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085454	1085454	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085792	1085792	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084945	1084945	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084903	1084903	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1084892	1084892	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSABM1085424	1085424	삼성	S 시리즈	S25	S25	256GB	SM-S931N	미개봉	아이스블루
CSBXM0527004 	0527004	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	민트
CSBXM05257040	0525704	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	민트
CSBXM0526965A	0526965	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	민트
CSBXM05269368	0526936	삼성	S 시리즈	S25	S25 Plus	256GB	SM-S936N	미개봉	민트
